ImgId,title,description,categories
8663509243,Mini Sport Camera w/ Motion Sensor WiFi Pro Version HD,"solution:	Sumplus 6330 + OV2710Function:	WIFI, VIDEO&#x3001;PHOTO&#x3001;Motion detection&#x3001;LED lightOther function:1. Uninterrupted cycle recording:over-write first file if memory is full, no interruption between ideo file2. File protection function: once the file is protected, it would not be deleted during cycle recording3. Automatically recording after car power onLCD display:	small LCD display screenSensor:	 OV2710, 2M CMOS Sensor, F=2.8video Resolution:     1920*1080,30fps&#xFF1B;1280*720,60fps&#xFF1B;output file format:1. video&#xFF08;MOV)1920*1080,30fPS	80MB/min around1280*720P,60fps2. picture(JPG): 5Mlanguage:	English&#x3001;Simple chinese, traditional Russian&#x3001;date stamp:	ON/OFFAudio record:	Built in Microphone, could be turn off by menu or buttonMotion detection: YesInternal memory:	 External media:SDHC(support 32G max,TF card)Interface:	HDMI/USB2.0Battery:	Built in(900mAh 3.7V Polymer Li-ion battery)Battery life: 90 minutescharging time:	about 2.5hCertification:	 	CE; FCCAccessories:	1 * USB cable /  1 * adaptor  / 1 * bicycle bracket  /3 * connection bracket/1 * helmet belt",Toys & Games
B0051Y6DFQ,"Juice Beauty Illuminating Eye Color, Champagne","Natural mineral reflectors brighten and highlight the eyes. Organic acai, goji and cranberry provide beautiful antioxidant-rich pigments that protect skin from signs of aging. Organic grapeseed contains powerful antioxidant-rich resveratrol that provides defense against free radical skin damage and firms the skin.",All Beauty
B0006IUWC2,FastCap 12-Ounce Activator,"If it&#x92;s broken, FastCap 2P-10 can fix it. This revolutionary two-part, ten-second adhesive forms a fast, permanent bond on almost any surface from plastic to wood--without clamping. Simply apply adhesive to one surface, spray activator on the other, hold for ten seconds, and you'll have a joint that lasts forever. Now packaged in a convenient, 12-ounce aerosol spray; the activator accelerates the adhesive process so bonding occurs in 10 seconds, while curing completes in 30.",Industrial & Scientific
1891360027,I Cherish Planet Earth Book and Matching Game,"I Cherish Planet Earth is about appreciating and preserving nature and our planet. It is a celebration of Earth's life and beauty. It is an inspiration to learn about and care for all life, from the tiniest flower to the greatest forest. It is a natural addition to any go-green program, at home, neighborhood, school, or other community.

For centuries, pair-matching games have been the perfect tool for sharpening concentration and short-term memory in people of all ages. FocusBloomTM takes a giant leap forward by combining the game with affirmations, a book, and inspiring visuals. Affirmations offer a powerful means for creating a lofty, focused mindset. The picture book, A Love Letter to Our Planet, helps build meaningful understanding. The game extensions are well considered and offer the opportunity for communication, creative self-expression, and action.",Toys & Games
B00000IVSY,Murder Mystery Party - Ancient Mesopotamia Archaeology Theme,"It's 7 p.m. on June 22, 1895. Arthur (Art) E. Faxe has invited  you and seven other guests to dinner at the site of his latest  archeological dig in Mesopotamia. But his body is discovered in the  middle of the Tigris River, a bullet hole in his forehead. Welcome to  How To Host a Murder: It's the Pits, another in the popular series of  role-acting party games. Each guest receives a dossier of his or her  character and, over the game's four rounds, is instructed what  information to reveal. Everyone has a chance to make an accusation as  to whodunit. All the classic elements for a successful criminal  clambake are here: invitations, envelopes, name tags for the players  (who have cute, punny names like ""Hamilton (Ham) MacTorr"" or ""Terra  Sunder""), character bios (including whether or not they dunit), a  Host's Guide, a mood-setting audio tape, and even menu suggestions. In  fact, the only detail left for the host to fret about is which bubbly  to serve with the bumping-off.--Tony Mason",Toys & Games
B000696SOW,Dane Elec 512 MB Pen Drive,Includes: neckstrapWarranty -  2 years,All Electronics
B0000224LE,Vix-Bit 5VIXBIT Self Centering Pre-Drill Bit for 7/64-Inch Hinges and #5 and 6 Screws,"This pre-drill bit saves hours of time by accurately drilling holes for hinges, door butts, window pulls, window latches, door latch bolts, striker plates, and all other hardware using screws. The bit is for use with 7/64-inch hinges and no. 5 and 6 screws.",Tools & Home Improvement
B004HIGQ9A,Professional cardstudio software,Professional cardstudio softwa,All Electronics
B001AAAYU0,Whirlpool 982704 Egg Utility Bin,Make the most out of refrigerator and freezer space with the White Utility Bin. The bin is perfect for keeping smaller items organized in one convenient location. Always have enough ice by keeping a stock stored in this bin. Utility Bin measures 12.3 in. X 4.5 in. X 5 in.,Appliances
B00080LZVU,Leachco Booty Boost Non-Slip Booster Cushion,"Is someone in your family too big for a high chair, but not big enough for a regular chair? If so, you probably have a toddler in the house! Just for you, Leachco has made a booster seat to meet the special needs of toddler dining. Booty Boost is the first toddler booster seat that is designed to fit both your toddler and your table. A unique design joins with soft supportive polystyrene beads to easily form around a child's bottom providing the height, comfort and convenience needed at this stage.",Baby
B00002NAG1,Westinghouse #66424 4 Light Bracket/Outlet,"White ceramic glass. 24"" width, 4-1/2"" height, 5"" base extension. With grounded outlet. Use four white standard base bulbs, A-19, 60 watt maximum.",Tools & Home Improvement
B0000648AJ,Simplicity BH600 The Blind Hemmer,"Weighing less than 10 pounds, this portable machine quickly hems pants,  skirts, drapes, and linens with professional-quality blind (invisible) stitches. It threads  easily with one spool of thread and uses a standard sewing-machine needle. There's a  stitch depth and length adjustment, a skip-stitch feature, and adjustable thread tension. An  electronic foot pedal provides smooth speed control, and a slender free arm and a sewing  light contribute to the machine's ease for both accomplished and novice sewers. The  machine uses either a standard spool or cone. It has a built-in carrying handle and comes  with a step-by-step instruction manual. The Blind Hemmer carries warranties against  defects: 25 years on the case, 10 years on mechanical parts, and 5 years on electrical  parts. There's also a one-year labor warranty.--Fred Brack","Arts, Crafts & Sewing"
B000BY903I,Universal Machine Needles-Size 18/110 5/Pkg,Schmetz-5 universal needles made for the majority of fabrics woven and knitted alike. Size 18/110.,"Arts, Crafts & Sewing"
B00005LOHO,"Cover Girl Outlast All-Day Lipcolor, My Papaya 570 , 1 system",Contains: All-Day Colorcoat (.07 fl oz) and Moisturizing Topcoat (.06 oz). Cover Girl Outlast All-Day Lipcolor gives you beautiful color that really lasts 10 hours plus a moisturizing topcoat to keep lips soft and moist! Apply each morning and forget abou,Beauty
B00007JNVJ,Spawn Series 22 The Viking Age: Skullsplitter,"Spawn Series 22: Dark Ages Spawn: The Viking Age = SKULLSPLITTER Action Figure

by McFarlane Toys

Skullsplitter, known in homo sapien circles as Jorvak Skullsplitter, is a servant of the evil Loki and the sworn enemy of Spawn the Bloodaxe.

Height: 7 3/4 inches to top of horns. Articulation: Neck (ball joint), shoulders (double ball joints), biceps, forearms, wrists, midsection, hips (ball joints), thighs, knees, ankles. Total of 20 points of articulation. Accessories: Massive engraved battle shield, runic sword and interchangeable hands. Figure has fully detailed armor, cape and fur trim.

AWESOME DETAIL!!",Health & Personal Care
B0000AX6O4,New York Yankees Logo Poster 3502,Show your New York Yankees spirit! This colorful 22 x 34 poster is a great way to show your pride in the New York Yankees.  Plus it makes a great affordable gift for your favorite fan!,Sports & Outdoors
B0009SHN4O,Sony Ericsson Portable Handsfree HPB-60,"The comfortable earpiece and the microphone on the cord allow you to handle handsfree phone calls with great sound quality. With its discreet design and slender shape, this portable handsfree matches any outfit.",Cell Phones & Accessories
9861775862,Kyocera Rise C5155 (Virgin/Sprint) Colorful Owl Design Hard Case Snap On Protector Cover + Free Opening Tool + Free Animal Rubber Band Bracelet,"it fits for iphone 5, hard case, come with a plastic bag,
sold by FASTSHIP the seller - for a guarantee 1 month warranty only",Cell Phones & Accessories
1619922657,"Cavallini 2014 Weekly Planner, Flora and Fauna Birds","Cavallini 2014 Flora & Fauna Birds Weekly Planner 4"" x 6"" - 152 pages with classic cream paper stock.",Office Products
B0002ARUTW,Multipet's Look Who's Talking Plush Chick 5-Inch Dog Toy,Multipet's Look Who's Talking 5-inch Chick dog toy. This plush-filled toy contains a plastic voice box that makes a life-like animal call when squeezed. These toys are great fun and entertainment for both dogs and dog owners.,Pet Supplies
B0002YV7ZG,"Henkel Polyseamseal 10-Ounce All-Purpose Cartridge, Clear #DM705042","Polyseamseal is a solvent free, silicone free, water-based all-purpose adhesive that seals like a caulk and sticks like an adhesive indoors or out. It delivers a flexible, crack-proof weather-resistant seal against air, moisture, dirt and dust. The clear caulk resists mold and mildew growth once cured and cleans up with water. Ideal for backsplashes, moldings, foam insulation, ceramic tile and paneling and adheres to wood, brick, aluminum, masonry, metal, plaster, drywall, concrete and cement surfaces. 10 ounce cartridge dispenses with a standard caulk gun.",Industrial & Scientific
B00020CYVQ,"Panavise Custom InDash Mount for Chevy Lumina'95-'00, Blazer '00, GMC Sonoma/Jimmy '98-'02, Pontiac Montana '99","Panavise InDash custom mount eliminates exposed holes in vehicle. For clean, easy, nearly invisible phone mount installation. In most cases these brackets are the only way to properly install your cellular phone or hands-free kit without entering the airbag deployment zone! Professional Installation Recommend. Made in USA from heavy gauge steel. Complete instructions included.",Cell Phones & Accessories
B0002AQQTM,Victorian Bird 10-Pounds Feeder (Discontinued by Manufacturer),"OurPet`s Victorian Bird Feeder 10-pounds - Large capacity feeder hold 10-pounds of seed; Requires less frequent filling; Two sizes of perches attract a wide variety of songbirds; Wide roof, angled feeding tray and drainage holes keep seed dry; Uses attractive architectural details.","Patio, Lawn & Garden"
